Video_Link,Video_Views,Upload_date,Comments,Likes,Dislikes
https://www.youtube.com/watch?v=u79MByKjjbs,131,"Jun 21, 2020",2,26,0
https://www.youtube.com/watch?v=FNhmjcWhIhM,14,"Jun 4, 2020",0,1,0
https://www.youtube.com/watch?v=FaS-yA8whCk,53,"Jun 3, 2020",5,12,0
https://www.youtube.com/watch?v=NR8qk4PJoBg,1,"Aug 22, 2019",0,0,0
https://www.youtube.com/watch?v=KJ0NxawKuh0,9,"Sep 24, 2019",0,1,0
https://www.youtube.com/watch?v=ywU3EvFe1po,9,"Jul 26, 2020",0,0,0
https://www.youtube.com/watch?v=wtABMYuwTiE,174,"Jul 16, 2020",0,5,2
https://www.youtube.com/watch?v=MpH2mN__SBw,150,"Jul 4, 2020",2,8,0
https://www.youtube.com/watch?v=gKCQbyabvkw,55,"Jun 30, 2020",4,LIKE,DISLIKE
https://www.youtube.com/watch?v=EVpsHMzi59k,21,"Jun 6, 2020",0,2,1
https://www.youtube.com/watch?v=uM6bSCYRUwA,No,"Jun 30, 2020",0,0,0
https://www.youtube.com/watch?v=aJB9z-upUNI,36,"Premiered Dec 31, 2019",0,7,0
https://www.youtube.com/watch?v=kWqA5WRnbgY,"1,083","Jun 5, 2019",1,27,0
https://www.youtube.com/watch?v=rDRye0Ju_mQ,135,"Streamed live on May 16, 2020",6,16,1
https://www.youtube.com/watch?v=8Tb175IlYZs,61,"Dec 10, 2019",0,2,1
https://www.youtube.com/watch?v=iHEmdb8u9sM,406,"Jul 21, 2019",8,8,0
https://www.youtube.com/watch?v=BsONEzK4DTk,39,"Streamed live on May 14, 2020",0,6,0
https://www.youtube.com/watch?v=v6b8j2GzDYI,15,"Streamed live on Jun 9, 2020",0,4,0
https://www.youtube.com/watch?v=6eEV3GgtDLU,No,"Jan 22, 2016",0,0,0
https://www.youtube.com/watch?v=5q9-S-j6ExY,22,Streamed live 8 hours ago,0,0,0
https://www.youtube.com/watch?v=XLAMv5BCa8Y,No,"Jun 22, 2020",0,0,0
https://www.youtube.com/watch?v=QS84uv50LKE,143,"Jun 26, 2020",2,5,0
https://www.youtube.com/watch?v=5Q9-r9IDJTo,809,"Jan 18, 2012",4,9,2
https://www.youtube.com/watch?v=eYAgGPDcGiA,206,"Apr 17, 2020",8,34,0
https://www.youtube.com/watch?v=h8-1cdBmB-A,33,"Jul 18, 2020",1,8,0
https://www.youtube.com/watch?v=5q9-WSA9R0U,256,"Jun 26, 2016",2,3,1
https://www.youtube.com/watch?v=5q9-mnzv4rs,"27,192","Sep 10, 2017",8,707,6
https://www.youtube.com/watch?v=5q9-PYM-J7Y,"3,872","Nov 4, 2018",7,LIKE,DISLIKE
https://www.youtube.com/watch?v=L6xcOxkLlHo,111,"Oct 12, 2019",0,3,0
https://www.youtube.com/watch?v=5Q9-XawyQok,"2,451","May 20, 2017",1,15,1
https://www.youtube.com/watch?v=SGs6j-5Q9-w,"11,787","Sep 19, 2016",51,712,3
https://www.youtube.com/watch?v=-S4OnYxPAkw,37,"Jul 24, 2020",2,11,1
https://www.youtube.com/watch?v=XbTVep3Gsgo,1,"Jul 10, 2020",0,1,0
https://www.youtube.com/watch?v=5Q9-DLP0TJQ,"2,310","Jul 14, 2012",30,26,4
https://www.youtube.com/watch?v=5q9-ARMBo-8,37,"Mar 8, 2020",0,0,0
https://www.youtube.com/watch?v=ix01deX3_5E,"4,293,011","Mar 11, 2017","2,021",61K,3K
https://www.youtube.com/watch?v=uPtlTMqF9e8,"1,565,919","Jul 4, 2016",905,14K,590
https://www.youtube.com/watch?v=Czp_BSWwvoE,"48,063,849","Jul 23, 2017","2,503",148K,22K
https://www.youtube.com/watch?v=bAptNA90tzQ,"1,230,749","Nov 2, 2018","3,972",14K,14K
https://www.youtube.com/watch?v=3pLnhYkbhu0,"300,766","Apr 23, 2019",128,2.3K,258
https://www.youtube.com/watch?v=NjI3Puxr15w,"4,275","May 14, 2019",12,46,0
https://www.youtube.com/watch?v=gJbDfO86V2o,"1,942","Jun 1, 2019",14,13,1
https://www.youtube.com/watch?v=6WwGrVRZuS8,"70,153","Sep 27, 2019",144,418,32
https://www.youtube.com/watch?v=4Ljv-DXBCGY,"29,422","Apr 6, 2019",87,206,15
https://www.youtube.com/watch?v=AYc5YeNyhjE,"18,652","Jul 28, 2019",120,595,17
https://www.youtube.com/watch?v=ITcUAmH8VbY,"74,044","Jul 30, 2017",78,1.1K,50
https://www.youtube.com/watch?v=4c6LFAW1Sjw,"7,465,130","Mar 6, 2017","5,340",71K,7.1K
https://www.youtube.com/watch?v=7RRawdT4zcM,"365,535","Dec 12, 2017",268,3.3K,502
https://www.youtube.com/watch?v=ZuAPeqABIBY,"77,018","Nov 26, 2016",80,536,24
https://www.youtube.com/watch?v=LgZ9IIOfBN0,"214,196","Nov 9, 2017",54,622,101
https://www.youtube.com/watch?v=6DuwKEjFuHo,"1,018","Apr 7, 2019",3,29,0
https://www.youtube.com/watch?v=lV6esgD1bMU,"22,783","Mar 21, 2017",11,472,19
https://www.youtube.com/watch?v=YdV290sFUv4,882,"Aug 23, 2019",7,9,0
https://www.youtube.com/watch?v=VEoWN_v7PzE,"423,701","Nov 3, 2017",263,1.3K,201
https://www.youtube.com/watch?v=H8dTplCPrIk,"32,619","Jul 25, 2015",190,1.3K,19
https://www.youtube.com/watch?v=AyGr12NtdkU,"21,702","Jun 7, 2019",85,369,23
https://www.youtube.com/watch?v=8zjcMt5DzkI,913,"May 28, 2019",5,8,0
https://www.youtube.com/watch?v=_XpBPZfgl1I,"6,027,495","Aug 12, 2016","4,786",74K,3.2K
https://www.youtube.com/watch?v=6xppvNTkVyI,"49,460","Sep 7, 2016",85,875,21
https://www.youtube.com/watch?v=-pLsP-lMIwo,"489,382","Oct 26, 2017",190,1.5K,180
https://www.youtube.com/watch?v=q3WmcIrDyGQ,"4,603","Apr 29, 2019",45,24,6
https://www.youtube.com/watch?v=3D5vITtqb6Q,"261,623","Nov 16, 2017",581,4.7K,384
https://www.youtube.com/watch?v=2N15pyRasTY,"3,559","Oct 20, 2018",1,24,2
https://www.youtube.com/watch?v=ruiE4U_OyrE,"1,365,328","Nov 11, 2017",453,6.4K,1K
https://www.youtube.com/watch?v=L7_TlyYlsAs,"1,162,624","Dec 30, 2013","1,330",8.2K,536
https://www.youtube.com/watch?v=AWJwZefAEwk,"2,692","Apr 4, 2019",0,42,1
https://www.youtube.com/watch?v=Iix0awnFDS0,"8,277,539","Jan 10, 2015","2,745",79K,2.3K
https://www.youtube.com/watch?v=32jZerIJh3M,"82,120","Oct 24, 2018",175,464,253
https://www.youtube.com/watch?v=D9ir4B_YQIY,"9,352","May 31, 2019",44,129,5
https://www.youtube.com/watch?v=z43AaK-XDRk,"167,266","Aug 18, 2013",198,1.9K,83
https://www.youtube.com/watch?v=Sp1XaK4R5aE,"54,685","Nov 14, 2019",60,1.6K,88
https://www.youtube.com/watch?v=rV-9G-82Hlg,"24,970","Mar 27, 2015",5,30,4
https://www.youtube.com/watch?v=Ef-Fkyd4DnE,"13,770,122","Jul 30, 2018","14,024",182K,9.6K
https://www.youtube.com/watch?v=oaWe-KF2uDk,"150,127","Feb 11, 2018",284,1.1K,80
https://www.youtube.com/watch?v=FwB7bz673N4,"9,996","Feb 5, 2015",4,43,2
https://www.youtube.com/watch?v=0Em_c00prH4,"12,542,247","Jul 18, 2015","2,494",98K,2.5K
https://www.youtube.com/watch?v=3xbAHMH82Ko,"106,443","Nov 10, 2017",198,LIKE,DISLIKE
https://www.youtube.com/watch?v=_p8d9P4vY1w,"1,319","Jun 11, 2018",4,12,3
https://www.youtube.com/watch?v=__qdTehn-F4,"3,481","Aug 20, 2017",5,28,1
https://www.youtube.com/watch?v=EUkccDMjn2M,292,"May 31, 2019",0,10,2
https://www.youtube.com/watch?v=SJH-JnBtG-I,"1,243","Mar 21, 2020",0,8,1
https://www.youtube.com/watch?v=Q4hrt7lXMhE,"3,752","Oct 8, 2017",9,13,7
https://www.youtube.com/watch?v=bdRIGgKqWIE,"5,053","Jun 11, 2017",28,137,2
https://www.youtube.com/watch?v=6VbtM-5Fyvw,"42,589","Aug 20, 2017",21,230,5
https://www.youtube.com/watch?v=USY5NAE9lps,429,"Feb 18, 2019",0,7,3
https://www.youtube.com/watch?v=zy3Wa0LbgC4,"3,967","Sep 7, 2019",31,227,9
https://www.youtube.com/watch?v=_H3r0qlp5W8,"29,814","Nov 21, 2016",4,113,3
https://www.youtube.com/watch?v=pqgYICY61tM,"2,403","May 11, 2017",8,7,5
https://www.youtube.com/watch?v=DXID5qiQRGk,"7,437","Nov 16, 2014",1,37,2
https://www.youtube.com/watch?v=57YcLE-1yEs,"1,917","Apr 19, 2019",1,19,0
https://www.youtube.com/watch?v=AjG3Sz254IU,"2,632","Nov 16, 2014",3,18,0
https://www.youtube.com/watch?v=4loUd-tTfzM,959,"Nov 9, 2014",0,3,0
https://www.youtube.com/watch?v=PdeQeyYGCRk,"3,873","Oct 15, 2012",0,1,0
https://www.youtube.com/watch?v=ak3AK77WjEk,"3,672","Feb 14, 2019",20,166,3
https://www.youtube.com/watch?v=v0SjpnWdl9E,159,"Premiered Aug 17, 2019",15,23,0
https://www.youtube.com/watch?v=49t-WWTx0RQ,"694,828","Aug 21, 2019","2,456",72K,705
https://www.youtube.com/watch?v=NiWRtFSxmcM,17,"Streamed live on Apr 22, 2020",0,4,0
https://www.youtube.com/watch?v=fhl5cCXIkXo,14,"Apr 15, 2020",0,1,0
https://www.youtube.com/watch?v=ojqPX94qi-w,689,"Jan 9, 2016",0,7,0
https://www.youtube.com/watch?v=bl8L1IBuNdI,10,"Nov 28, 2016",0,0,0
https://www.youtube.com/watch?v=mZq-A1wgJVI,643,"Nov 10, 2014",0,2,0
https://www.youtube.com/watch?v=lXTAKtrkHVE,8,"Streamed live on Mar 30, 2020",0,2,0
https://www.youtube.com/watch?v=1a5D1xjV9SM,75,"Sep 17, 2016",6,5,0
https://www.youtube.com/watch?v=UoGnmtkICVw,312,"Jul 19, 2019",0,3,0
https://www.youtube.com/watch?v=52WC5TAoLok,11,"Streamed live on Mar 30, 2020",0,3,0
https://www.youtube.com/watch?v=l1Wn2yIi_-Y,1,"Dec 3, 2012",0,0,0
https://www.youtube.com/watch?v=AUDyyrVKITM,20,"Streamed live on Jan 17, 2020",0,3,0
https://www.youtube.com/watch?v=3uPhaL975No,16,"Streamed live on Mar 19, 2020",0,3,0
https://www.youtube.com/watch?v=bTHrNLYgBFo,9,"Streamed live on Jan 15, 2020",0,1,0
https://www.youtube.com/watch?v=UcioN84Ry6w,742,"Apr 11, 2018",5,26,1
https://www.youtube.com/watch?v=Hk9SM_G89c4,"1,781","Nov 4, 2013",1,5,0
https://www.youtube.com/watch?v=kc7qw0cGdOE,63,"Dec 19, 2011",0,0,0
https://www.youtube.com/watch?v=lW9jBnIzT4I,9,"Jul 10, 2019",0,2,0
https://www.youtube.com/watch?v=MupZyxTUgeQ,50,"Dec 19, 2011",0,0,0
https://www.youtube.com/watch?v=hA4GuMYUIqc,33,"Jul 10, 2019",0,1,0
https://www.youtube.com/watch?v=VVvoHvu9HkY,"1,183","Oct 3, 2019",17,39,3
https://www.youtube.com/watch?v=yjzyMOKGZhE,376,"Sep 5, 2019",12,21,1
https://www.youtube.com/watch?v=JppR0TYSUJ8,"1,001","Aug 3, 2019",12,31,1
https://www.youtube.com/watch?v=-M6yc0jebFg,"1,460","Nov 2, 2019",43,56,3
https://www.youtube.com/watch?v=a7CdC6CdB8s,"6,161","Mar 9, 2016",15,55,6
https://www.youtube.com/watch?v=ij4d2kF7xkU,99,"Sep 26, 2019",6,12,0
https://www.youtube.com/watch?v=lvNHVVa-Dp0,"1,780","Dec 20, 2014",0,3,0
https://www.youtube.com/watch?v=ucMyn3yT6vE,478,"Dec 21, 2015",0,2,0
https://www.youtube.com/watch?v=6oJ4BUk0feU,104,"Sep 15, 2019",4,7,0
https://www.youtube.com/watch?v=IFKPx_sfjYU,"1,066","Jan 24, 2019",0,6,0
https://www.youtube.com/watch?v=8YQO8TLEg6A,366,"Nov 27, 2019",14,27,0
https://www.youtube.com/watch?v=rOMY4fj5nzY,134,"Sep 1, 2019",4,14,1
https://www.youtube.com/watch?v=RsUa49tIhTo,"737,633","Apr 18, 2020","2,651",9.3K,1K
https://www.youtube.com/watch?v=SOE0fC1lQ1A,25,"Sep 11, 2018",1,3,0
https://www.youtube.com/watch?v=x9Hfd8enIsE,471,"Aug 2, 2019",6,10,0
https://www.youtube.com/watch?v=9wXxWICCAXw,392,"Mar 22, 2020",0,4,0
https://www.youtube.com/watch?v=4QbRTOVQDDc,997,"Nov 2, 2017",0,0,0
https://www.youtube.com/watch?v=WUqEqhSpmPI,182,"Jul 10, 2020",20,11,0
https://www.youtube.com/watch?v=awFH-cRq7Ng,135,"Sep 7, 2019",12,14,2
https://www.youtube.com/watch?v=jBNFDDECzJI,"5,725","Apr 18, 2020",7,40,5
https://www.youtube.com/watch?v=uvKQ7sc9Gd0,"6,467","Oct 24, 2012",4,4,2
https://www.youtube.com/watch?v=vUyRYDMuYp8,176,"Sep 22, 2019",17,14,0
https://www.youtube.com/watch?v=7B6CLNkmORY,257,"Oct 2, 2019",7,12,0
https://www.youtube.com/watch?v=gvtX5PbK5iw,714,"Oct 29, 2019",15,27,1
https://www.youtube.com/watch?v=D937q64xw0E,19,"Jul 19, 2020",0,6,0
https://www.youtube.com/watch?v=dYRm9SV1LSY,175,"Premiered Jan 31, 2020",7,20,0
https://www.youtube.com/watch?v=PuBG4T2H5_U,520,"Mar 7, 2020",22,21,0
https://www.youtube.com/watch?v=mgR2w095bPc,110,"Sep 29, 2019",4,7,0
https://www.youtube.com/watch?v=IafIBjV_D_A,65,"Feb 8, 2019",0,0,0
https://www.youtube.com/watch?v=f4dwbEcL4m4,"799,235","Premiered Apr 25, 2020","3,328",13K,1.3K
https://www.youtube.com/watch?v=kldW4sZF_Nk,7,"Sep 2, 2011",0,0,0
https://www.youtube.com/watch?v=biMNTfEKBU4,501,"Oct 15, 2019",0,11,2
https://www.youtube.com/watch?v=YfqOZHaxeN4,"1,047","Jan 20, 2018",0,2,0
https://www.youtube.com/watch?v=SPbG55su69U,290,"Sep 13, 2019",3,11,1
https://www.youtube.com/watch?v=6cCI72VwzqY,45,"May 23, 2015",0,7,1
https://www.youtube.com/watch?v=mFl4sLSYwR0,"3,135","Feb 27, 2017",12,11,0
https://www.youtube.com/watch?v=_R3QhvWF0BE,22,"Jul 7, 2017",2,1,0
https://www.youtube.com/watch?v=sJwtb2DDz-Q,104,"Nov 20, 2016",1,4,0
https://www.youtube.com/watch?v=hsDVOIT2vZo,106,"Streamed live on Jun 9, 2020",0,7,0
https://www.youtube.com/watch?v=zwbStkw4Vhc,937,"Oct 6, 2019",33,50,2
https://www.youtube.com/watch?v=Os0QPpGCT1o,"9,209","Oct 10, 2016",1,19,3
https://www.youtube.com/watch?v=cWlE0Unt3-U,249,"Aug 23, 2013",0,5,0
https://www.youtube.com/watch?v=FBA2eehDK3c,392,"Jan 16, 2019",0,1,1
https://www.youtube.com/watch?v=a_GcBI-0dQQ,606,"Oct 6, 2019",12,28,1
https://www.youtube.com/watch?v=tesMi_6Gbig,438,"Oct 6, 2019",20,23,1
https://www.youtube.com/watch?v=OUT9mqmeilY,411,"Feb 2, 2017",0,0,0
https://www.youtube.com/watch?v=lyu6oHl8pmY,"141,116","Mar 14, 2016",224,2.1K,76
https://www.youtube.com/watch?v=zqcZcqrAoNg,"1,076","Oct 7, 2019",11,99,3
https://www.youtube.com/watch?v=mG01xy9T_qg,"3,789","Oct 11, 2019",13,192,6
https://www.youtube.com/watch?v=6oly5Wsn7ek,"1,698","Streamed live on Apr 21, 2020",3,99,3
https://www.youtube.com/watch?v=xPtuH1oVryA,"4,614","Jan 28, 2016",11,55,13
https://www.youtube.com/watch?v=GgS3Lw1kp5Y,"34,673","Nov 21, 2017",32,523,21
https://www.youtube.com/watch?v=CeEKjpnZQ7w,"8,941","Premiered Apr 2, 2020",5,287,50
https://www.youtube.com/watch?v=3iVX_IsQfks,"1,148","Sep 6, 2019",0,7,0
https://www.youtube.com/watch?v=x1K6MzIpbz0,763,"Apr 2, 2020",0,9,0
https://www.youtube.com/watch?v=Bg67wLY1QrI,"6,721","Jul 29, 2018",9,74,5
https://www.youtube.com/watch?v=j0UY_DLywos,"1,366","Jan 17, 2020",58,97,29
https://www.youtube.com/watch?v=w-VZ2NtprvQ,"9,003","Sep 20, 2019",26,231,14
https://www.youtube.com/watch?v=REcuSJk6Nqk,"7,745","Mar 24, 2017",7,81,0
https://www.youtube.com/watch?v=CFsl_hKlAOs,"12,315","Mar 13, 2014",2,11,1
https://www.youtube.com/watch?v=Rs6Hu7f77cc,"5,363","Jan 19, 2018",0,6,0
https://www.youtube.com/watch?v=2oS3oKyh_y4,"5,607","Premiered Apr 2, 2020",133,622,14
https://www.youtube.com/watch?v=zzzghS-N4VA,"5,867","Nov 23, 2017",3,38,3
https://www.youtube.com/watch?v=NNR46Ajx_Z8,"12,374","Apr 7, 2017",17,126,5
https://www.youtube.com/watch?v=uoCP5BZgu78,"1,571","Sep 6, 2019",0,11,0
https://www.youtube.com/watch?v=KkvYsg2W0KY,"3,242","Mar 28, 2017",16,70,3
https://www.youtube.com/watch?v=So_LIkW74pg,"1,157","Apr 4, 2020",36,160,2
https://www.youtube.com/watch?v=Y8z5jh1zAEw,805,"Sep 6, 2019",0,6,0
https://www.youtube.com/watch?v=ab4lxd3fsLk,"7,285","Apr 13, 2020",16,510,9
https://www.youtube.com/watch?v=Q2aChIJGZ-U,"77,988","Jul 15, 2018",82,1K,21
https://www.youtube.com/watch?v=J8eiUHXOLAo,"12,285","Dec 17, 2018",0,13,0
https://www.youtube.com/watch?v=5-PUMgAHQ1s,"51,437","Jan 6, 2017",22,230,76
https://www.youtube.com/watch?v=ZRHG_ZnGxvQ,373,"Jul 13, 2020",1,23,1
https://www.youtube.com/watch?v=5Da-6s0fT18,"27,709","Jan 30, 2017",95,367,30
https://www.youtube.com/watch?v=bq7KMolMsiU,"7,112","Aug 15, 2017",1,24,2
https://www.youtube.com/watch?v=stsIxB06b_M,"1,697","Streamed live on Nov 22, 2019",0,57,1
https://www.youtube.com/watch?v=EPdMXO5Sybc,705,"Dec 31, 2019",4,16,1
https://www.youtube.com/watch?v=CGs_XSPiJ_I,925,"Sep 6, 2019",0,4,1
https://www.youtube.com/watch?v=D8_KlTru2J4,499,"Sep 25, 2019",0,1,0
https://www.youtube.com/watch?v=GQB0G15MHZ8,222,"Jul 23, 2020",1,13,0
https://www.youtube.com/watch?v=6zkS6JUCVIo,"9,804","Jun 27, 2017",6,70,5
https://www.youtube.com/watch?v=ywWjY2o70-4,800,"Jul 6, 2020",5,39,0
https://www.youtube.com/watch?v=wDruSYOXLug,225,"Feb 10, 2020",22,36,2
https://www.youtube.com/watch?v=t6WRG4Xl7VA,"1,972","Jul 15, 2018",6,45,0
https://www.youtube.com/watch?v=Vo3MJMkdzfc,"6,603","Jun 25, 2018",5,72,5
https://www.youtube.com/watch?v=8lgGXIN0xFY,"3,154","Feb 28, 2018",1,24,2
https://www.youtube.com/watch?v=YW9sw5S-sVg,710,"Jan 30, 2019",0,2,0
https://www.youtube.com/watch?v=-rnnF0BE95o,"3,740","Mar 17, 2018",2,50,0
https://www.youtube.com/watch?v=NS18feg1Wos,109,"Sep 25, 2019",0,0,0
https://www.youtube.com/watch?v=YxnIy95SNAs,"7,407","Jul 7, 2018",5,72,2
https://www.youtube.com/watch?v=66IwqT9ylUk,340,"Jul 13, 2020",0,19,0
https://www.youtube.com/watch?v=UBwZ7zStV_c,621,"Jul 13, 2020",0,32,1
https://www.youtube.com/watch?v=ABUPgZgYGck,"9,292","Jul 28, 2020",40,144,24
https://www.youtube.com/watch?v=-ALNK1jyaWo,"271,537","May 4, 2020",488,2.1K,282
https://www.youtube.com/watch?v=ZCvQM5uGACY,"1,219,293","Dec 10, 2018","1,248",6.3K,1.4K
https://www.youtube.com/watch?v=Qgl2uphWkeo,"277,865","Jan 28, 2020","1,193",3.5K,470
https://www.youtube.com/watch?v=-e0S12KAOu4,"33,387","May 17, 2020",86,139,90
https://www.youtube.com/watch?v=CEGoXFIsLlU,"851,281","Jul 6, 2019",835,4.4K,1.1K
https://www.youtube.com/watch?v=mjpQrj-73no,"242,664","Apr 16, 2020",450,LIKE,DISLIKE
https://www.youtube.com/watch?v=F-pIG6qiUA8,"26,715","Mar 15, 2020",68,192,71
https://www.youtube.com/watch?v=XOINBdCDH6c,"447,652","Sep 18, 2019",400,1.8K,815
https://www.youtube.com/watch?v=ac14n5uD4_0,"577,464","May 29, 2015",307,LIKE,DISLIKE
https://www.youtube.com/watch?v=v4Vn27dMAEw,"19,019","Nov 7, 2019",3,70,4
https://www.youtube.com/watch?v=x5eoBS7hYXc,"45,860","Apr 18, 2020",77,220,24
https://www.youtube.com/watch?v=FRlgCmWKAvo,"100,320","Dec 2, 2019",100,593,136
https://www.youtube.com/watch?v=2HlfprZMjfk,"15,659","Feb 11, 2020",74,156,24
https://www.youtube.com/watch?v=PqiYd7_BIi0,"6,684","Nov 20, 2019",13,54,10
https://www.youtube.com/watch?v=LH28nU8CfDc,"8,146","Jun 16, 2020",76,77,12
https://www.youtube.com/watch?v=X1HZZGNxO8U,"2,720","Jul 18, 2020",4,46,5
https://www.youtube.com/watch?v=aD5QS7A7bpM,"1,212,538","Dec 8, 2018","1,102",6.1K,1.3K
https://www.youtube.com/watch?v=RmULcCc32gA,"94,743","Jun 8, 2020",179,503,104
https://www.youtube.com/watch?v=FS-MwtdGTAY,"5,141","May 5, 2020",16,64,1
https://www.youtube.com/watch?v=clrvwajhWhA,"33,400","Jan 16, 2014",6,124,6
https://www.youtube.com/watch?v=ZR2pThz4Yw0,889,"Jul 28, 2015",0,0,0
https://www.youtube.com/watch?v=aXNPi4EJLrI,"9,465","Jan 29, 2017",16,171,1
https://www.youtube.com/watch?v=E7itHxUbdi8,"243,282","Sep 12, 2013",54,966,31
https://www.youtube.com/watch?v=PGGXLZoQOVM,"10,279","Dec 14, 2017",10,77,8
https://www.youtube.com/watch?v=Vk6K5aKkBRc,"6,109","May 26, 2020",29,LIKE,DISLIKE
https://www.youtube.com/watch?v=fDeulZdDc_g,"1,049","Mar 20, 2020",10,41,1
https://www.youtube.com/watch?v=nH2qaPXPdGU,"23,602","May 21, 2018",14,153,6
https://www.youtube.com/watch?v=zQZk03ZBs_o,"209,199","Dec 25, 2019",750,1.4K,336
https://www.youtube.com/watch?v=iMTYiZSPjzM,"170,259","May 2, 2017",115,2.7K,56
https://www.youtube.com/watch?v=UaC0S7W2OWM,"181,654","Sep 13, 2016",13,475,55
https://www.youtube.com/watch?v=EwLk1oChvyg,608,"Oct 19, 2019",0,8,0
https://www.youtube.com/watch?v=krWxsi0wffQ,848,"Jun 25, 2019",0,1,2
https://www.youtube.com/watch?v=xsSQb_p21K4,"3,648,846","Aug 13, 2012",321,2.8K,1.7K
https://www.youtube.com/watch?v=5c2ZkdKRfbI,"1,014","Dec 16, 2014",1,4,0
https://www.youtube.com/watch?v=KphGMa522cU,"44,319","Aug 8, 2019",27,362,8
https://www.youtube.com/watch?v=H1Hu51YUOg0,"2,226","Jul 1, 2020",15,16,2
https://www.youtube.com/watch?v=d07x0pqcAUg,"27,806","Jun 8, 2019",157,808,16
https://www.youtube.com/watch?v=BJ0mCBlEF-M,"11,709","Dec 10, 2017",13,213,6
https://www.youtube.com/watch?v=205w9VZaAsw,"129,243","Feb 1, 2015",89,817,67
https://www.youtube.com/watch?v=ksdykWk4n9s,"12,846","Dec 13, 2017",6,131,6
https://www.youtube.com/watch?v=mlEJzEqVRig,"1,702","Mar 21, 2012",1,2,0
https://www.youtube.com/watch?v=UicS9yVbaJU,841,"Feb 28, 2019",0,6,0
https://www.youtube.com/watch?v=lXRd1PJNT7o,"6,808","Premiered Mar 9, 2019",11,68,6
